C1,Room,Pointname,Acronym,Point
Point List,,,,
Location:,Cornell University / Biotech Server / Biotech,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
Location,Control Program,Name,Type,Path
/Cornell University/Biotech Server/Biotech/Biotech Building Performance/Airflow Performance,,,,
,"Biotech ACS-1, 2, and 3 Performance",,,
,,EM Power DAT Alarm Enable,BBV,#biotech_rm_130d/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#biotech_rm_130d/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#biotech_rm_130d/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#biotech_rm_130d/em_zone_enbl
,,General Maintenance,BBV,#biotech_rm_130d/general_maintenance
,,General Zone Alarm,BBV,#biotech_rm_130d/general_zone_alarm
,,Local Occupied,BBV,#biotech_rm_130d/local_occupied_bv
,,point name,BBV,#biotech_rm_130d/m337
,,point name,BBV,#biotech_rm_130d/m457
,,schedule,BBV,#biotech_rm_130d/schedule
,,Scheduled Occupied,BBV,#biotech_rm_130d/scheduled_occupied_bv
,,Supply VAV,BBV,#biotech_rm_130d/svav-1_id
,,point name,BMSV,#biotech_rm_130d/m381
,,DAT_ERROR_ALRM,BALM,#biotech_rm_130d/dat_error_alrm
,,Supply Flow Alarm,BALM,#biotech_rm_130d/supply_flo_alrm
,,Zone Temp Alarm,BALM,#biotech_rm_130d/ztmp_alrm
,,ZS Alarm,BALM,#biotech_rm_130d/zs_alrm
,,AHU Fan Status,BNI2,#biotech_rm_130d/ahu_status
,,AHU Static Pressure,ANI,#biotech_rm_130d/ahu_static
,,Chilled Water,ANI,#biotech_rm_130d/chilled_load_shed
,,Emergency Power,BNI,#biotech_rm_130d/em_power
,,Entering Air Temp,ANI,#biotech_rm_130d/ahu_dat
,,OA Humidity,ANI,#biotech_rm_130d/oah
,,OA Temp,ANI,#biotech_rm_130d/oat
,,Setpt Adjust,ANI,#biotech_rm_130d/setpt_adj
,,Steam,ANI,#biotech_rm_130d/steam_load_shed
,Rm 135,,,
,,Supply Flow Control,BAF,#biotech_rm_135/supply_airflow
,,Supply Flow Control / Flow Input,BAI,#biotech_rm_135/supply_airflow/flow_input
,,Setpoint,BSPTCS,#biotech_rm_135/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#biotech_rm_135/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#biotech_rm_135/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#biotech_rm_135/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#biotech_rm_135/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#biotech_rm_135/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#biotech_rm_135/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#biotech_rm_135/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#biotech_rm_135/setpt/effective_heat_setpoint
,,Discharge Air Temp,BAI,#biotech_rm_135/dat
,,Zone Temp,ASVI,#biotech_rm_135/zone_temp
,,Reheat Valve,BAO,#biotech_rm_135/hw_valve
,,FTR Valve,BFM,#biotech_rm_135/ftr_valve
,,FTR Valve / open,BFM,#biotech_rm_135/ftr_valve/open
,,FTR Valve / close,BFM,#biotech_rm_135/ftr_valve/close
,,Active Zone,BAV,#biotech_rm_135/active_zones
,,chw_load_shed,BAV,#biotech_rm_135/m344
,,Color,BAV,#biotech_rm_135/color_av
,,Cooling Percent,BAV,#biotech_rm_135/cooling_percent_av
,,Cooling Setpoint,BAV,#biotech_rm_135/cooling_setpoint_av
,,Cool Request,BAV,#biotech_rm_135/cool_request
,,EI Weighting,BAV,#biotech_rm_135/ei_weight
,,Environmental Index Count,BAV,#biotech_rm_135/item_count
,,Heat DP Request,BAV,#biotech_rm_135/heat_dp_request
,,Heating Percent,BAV,#biotech_rm_135/heating_percent_av
,,Heating Setpoint,BAV,#biotech_rm_135/heating_setpoint_av
,,Heat Request,BAV,#biotech_rm_135/heat_request
,,Metric,BAV,#biotech_rm_135/metric_conv
,,OA Humidity,BAV,#biotech_rm_135/oa_humidity
,,OA Temperature,BAV,#biotech_rm_135/oa_temperature
,,point name,BAV,#biotech_rm_135/m339
,,Run Request,BAV,#biotech_rm_135/sys_run_req
,,Setpoint Adjust,BAV,#biotech_rm_135/sp_adj_av
,,steam_load_shed,BAV,#biotech_rm_135/m361
,,Supply Damper Position,BAV,#biotech_rm_135/sdmpr_pos
,,Supply Flow,BAV,#biotech_rm_135/sflow
,,Supply Flow Setpoint,BAV,#biotech_rm_135/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#biotech_rm_135/sup_flo_stpt_dev
,,Zone EI Time Satisfied,BAV,#biotech_rm_135/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#biotech_rm_135/total_weight
,,Zone Environmental Index,BAV,#biotech_rm_135/zn_enviro_indx
,,Zone Temp,BAV,#biotech_rm_135/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#biotech_rm_135/enviro_windx
,,Airflow Request,BBV,#biotech_rm_135/air_request
,,EM Power DAT Alarm Enable,BBV,#biotech_rm_135/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#biotech_rm_135/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#biotech_rm_135/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#biotech_rm_135/em_zone_enbl
,,General Maintenance,BBV,#biotech_rm_135/general_maintenance
,,General Zone Alarm,BBV,#biotech_rm_135/general_zone_alarm
,,Local Occupied,BBV,#biotech_rm_135/local_occupied_bv
,,point name,BBV,#biotech_rm_135/m337
,,point name,BBV,#biotech_rm_135/m457
,,schedule,BBV,#biotech_rm_135/schedule
,,Scheduled Occupied,BBV,#biotech_rm_135/scheduled_occupied_bv
,,Supply VAV,BBV,#biotech_rm_135/svav-1_id
,,point name,BMSV,#biotech_rm_135/m381
,,DAT_ERROR_ALRM,BALM,#biotech_rm_135/dat_error_alrm
,,Supply Flow Alarm,BALM,#biotech_rm_135/supply_flo_alrm
,,Zone Temp Alarm,BALM,#biotech_rm_135/ztmp_alrm
,,ZS Alarm,BALM,#biotech_rm_135/zs_alrm
,,AHU Fan Status,BNI2,#biotech_rm_135/ahu_status
,,AHU Static Pressure,ANI,#biotech_rm_135/ahu_static
,,Chilled Water,ANI,#biotech_rm_135/chilled_load_shed
,,Emergency Power,BNI,#biotech_rm_135/em_power
,,Entering Air Temp,ANI,#biotech_rm_135/ahu_dat
,,OA Humidity,ANI,#biotech_rm_135/oah
,,OA Temp,ANI,#biotech_rm_135/oat
,,Setpt Adjust,ANI,#biotech_rm_135/setpt_adj
,,Steam,ANI,#biotech_rm_135/steam_load_shed
,Corridor,,,
,,Supply Flow Control,BAF,#biotech_corridor/supply_airflow
,,Supply Flow Control / Flow Input,BAI,#biotech_corridor/supply_airflow/flow_input
,,Discharge Air Temp,BAI,#biotech_corridor/dat
,,chw_load_shed,BAV,#biotech_corridor/m344
,,Run Request,BAV,#biotech_corridor/sys_run_req
,,steam_load_shed,BAV,#biotech_corridor/m361
,,Supply Damper Position,BAV,#biotech_corridor/sdmpr_pos
,,Supply Flow,BAV,#biotech_corridor/sflow
,,Supply Flow Setpoint,BAV,#biotech_corridor/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#biotech_corridor/sup_flo_stpt_dev
,,Airflow Request,BBV,#biotech_corridor/air_request
,,EM Power DAT Alarm Enable,BBV,#biotech_corridor/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#biotech_corridor/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#biotech_corridor/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#biotech_corridor/em_zone_enbl
,,point name,BBV,#biotech_corridor/m457
,,schedule,BBV,#biotech_corridor/schedule
,,Supply VAV 1,BBV,#biotech_corridor/svav-1_id
,,point name,BMSV,#biotech_corridor/m381
,,DAT_ERROR_ALRM,BALM,#biotech_corridor/dat_error_alrm
,,Supply Flow Alarm,BALM,#biotech_corridor/supply_flo_alrm
,,AHU Fan Status,BNI2,#biotech_corridor/ahu_status
,,AHU Static Pressure,ANI,#biotech_corridor/ahu_static
,,Chilled Water,ANI,#biotech_corridor/chilled_load_shed
,,Emergency Power,BNI,#biotech_corridor/em_power
,,Entering Air Temp,ANI,#biotech_corridor/ahu_dat
,,OA Humidity,ANI,#biotech_corridor/oah
,,OA Temp,ANI,#biotech_corridor/oat
,,Steam,ANI,#biotech_corridor/steam_load_shed
,Rm 131,,,
,,Supply Flow Control,BAF,#biotech_rm_131/supply_airflow
,,Supply Flow Control / Flow Input,BAI,#biotech_rm_131/supply_airflow/flow_input
,,Setpoint,BSPTCS,#biotech_rm_131/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#biotech_rm_131/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#biotech_rm_131/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#biotech_rm_131/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#biotech_rm_131/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#biotech_rm_131/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#biotech_rm_131/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#biotech_rm_131/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#biotech_rm_131/setpt/effective_heat_setpoint
,,Discharge Air Temp,BAI,#biotech_rm_131/dat
,,Zone CO2,ASVI,#biotech_rm_131/zone_co2
,,Zone Humidity,ASVI,#biotech_rm_131/zone_humidity
,,Zone Temp,ASVI,#biotech_rm_131/zone_temp
,,Active Zone,BAV,#biotech_rm_131/active_zones
,,chw_load_shed,BAV,#biotech_rm_131/m344
,,Color,BAV,#biotech_rm_131/color_av
,,Cooling Percent,BAV,#biotech_rm_131/cooling_percent_av
,,Cooling Setpoint,BAV,#biotech_rm_131/cooling_setpoint_av
,,Cool Request,BAV,#biotech_rm_131/cool_request
,,EI Weighting,BAV,#biotech_rm_131/ei_weight
,,Environmental Index Count,BAV,#biotech_rm_131/item_count
,,Heating Percent,BAV,#biotech_rm_131/heating_percent_av
,,Heating Setpoint,BAV,#biotech_rm_131/heating_setpoint_av
,,Heat Request,BAV,#biotech_rm_131/heat_request
,,Metric,BAV,#biotech_rm_131/metric_conv
,,OA Humidity,BAV,#biotech_rm_131/oa_humidity
,,OA Temperature,BAV,#biotech_rm_131/oa_temperature
,,point name,BAV,#biotech_rm_131/m339
,,Run Request,BAV,#biotech_rm_131/sys_run_req
,,Setpoint Adjust,BAV,#biotech_rm_131/sp_adj_av
,,steam_load_shed,BAV,#biotech_rm_131/m361
,,Supply Damper Position,BAV,#biotech_rm_131/sdmpr_pos
,,Supply Flow,BAV,#biotech_rm_131/sflow
,,Supply Flow Setpoint,BAV,#biotech_rm_131/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#biotech_rm_131/sup_flo_stpt_dev
,,Zone CO2,BAV,#biotech_rm_131/zone_co2_av
,,Zone EI Time Satisfied,BAV,#biotech_rm_131/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#biotech_rm_131/total_weight
,,Zone Environmental Index,BAV,#biotech_rm_131/zn_enviro_indx
,,Zone Temp,BAV,#biotech_rm_131/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#biotech_rm_131/enviro_windx
,,Airflow Request,BBV,#biotech_rm_131/air_request
,,EM Power DAT Alarm Enable,BBV,#biotech_rm_131/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#biotech_rm_131/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#biotech_rm_131/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#biotech_rm_131/em_zone_enbl
,,General Maintenance,BBV,#biotech_rm_131/general_maintenance
,,General Zone Alarm,BBV,#biotech_rm_131/general_zone_alarm
,,Local Occupied,BBV,#biotech_rm_131/local_occupied_bv
,,point name,BBV,#biotech_rm_131/m337
,,point name,BBV,#biotech_rm_131/m457
,,schedule,BBV,#biotech_rm_131/schedule
,,Scheduled Occupied,BBV,#biotech_rm_131/scheduled_occupied_bv
,,Supply VAV 1,BBV,#biotech_rm_131/svav-1_id
,,point name,BMSV,#biotech_rm_131/m381
,,DAT_ERROR_ALRM,BALM,#biotech_rm_131/dat_error_alrm
,,Supply Flow Alarm,BALM,#biotech_rm_131/supply_flo_alrm
,,Zone Temp Alarm,BALM,#biotech_rm_131/ztmp_alrm
,,ZS Alarm,BALM,#biotech_rm_131/zs_alrm
,,AHU Fan Status,BNI2,#biotech_rm_131/ahu_status
,,AHU Static Pressure,ANI,#biotech_rm_131/ahu_static
,,Chilled Water,ANI,#biotech_rm_131/chilled_load_shed
,,Emergency Power,BNI,#biotech_rm_131/em_power
,,Entering Air Temp,ANI,#biotech_rm_131/ahu_dat
,,OA Humidity,ANI,#biotech_rm_131/oah
,,OA Temp,ANI,#biotech_rm_131/oat
,,Setpt Adjust,ANI,#biotech_rm_131/setpt_adj
,,Steam,ANI,#biotech_rm_131/steam_load_shed
,Rm 1005,,,
,,Supply Flow Control,BAF,#biotech_rm_1005/supply_airflow
,,Supply Flow Control / Flow Input,BAI,#biotech_rm_1005/supply_airflow/flow_input
,,Discharge Air Temp,BAI,#biotech_rm_1005/dat
,,chw_load_shed,BAV,#biotech_rm_1005/m344
,,Run Request,BAV,#biotech_rm_1005/sys_run_req
,,steam_load_shed,BAV,#biotech_rm_1005/m361
,,Supply Damper Position,BAV,#biotech_rm_1005/sdmpr_pos
,,Supply Flow,BAV,#biotech_rm_1005/sflow
,,Supply Flow Setpoint,BAV,#biotech_rm_1005/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#biotech_rm_1005/sup_flo_stpt_dev
,,Airflow Request,BBV,#biotech_rm_1005/air_request
,,EM Power DAT Alarm Enable,BBV,#biotech_rm_1005/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#biotech_rm_1005/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#biotech_rm_1005/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#biotech_rm_1005/em_zone_enbl
,,point name,BBV,#biotech_rm_1005/m457
,,schedule,BBV,#biotech_rm_1005/schedule
,,Supply VAV 1,BBV,#biotech_rm_1005/svav-1_id
,,point name,BMSV,#biotech_rm_1005/m381
,,DAT_ERROR_ALRM,BALM,#biotech_rm_1005/dat_error_alrm
,,Supply Flow Alarm,BALM,#biotech_rm_1005/supply_flo_alrm
,,AHU Fan Status,BNI2,#biotech_rm_1005/ahu_status
,,AHU Static Pressure,ANI,#biotech_rm_1005/ahu_static
,,Chilled Water,ANI,#biotech_rm_1005/chilled_load_shed
,,Emergency Power,BNI,#biotech_rm_1005/em_power
,,Entering Air Temp,ANI,#biotech_rm_1005/ahu_dat
,,OA Humidity,ANI,#biotech_rm_1005/oah
,,OA Temp,ANI,#biotech_rm_1005/oat
,,Steam,ANI,#biotech_rm_1005/steam_load_shed
,Rm 180,,,
,,Supply Flow Control,BAF,#biotech_rm_180/supply_airflow
,,Supply Flow Control / Flow Input,BAI,#biotech_rm_180/supply_airflow/flow_input
,,Setpoint,BSPTCS,#biotech_rm_180/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#biotech_rm_180/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#biotech_rm_180/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#biotech_rm_180/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#biotech_rm_180/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#biotech_rm_180/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#biotech_rm_180/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#biotech_rm_180/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#biotech_rm_180/setpt/effective_heat_setpoint
,,Discharge Air Temp,BAI,#biotech_rm_180/dat
,,Zone Temp,ASVI,#biotech_rm_180/zone_temp
,,Reheat Valve,BAO,#biotech_rm_180/hw_valve
,,Active Zone,BAV,#biotech_rm_180/active_zones
,,chw_load_shed,BAV,#biotech_rm_180/m344
,,Color,BAV,#biotech_rm_180/color_av
,,Cooling Percent,BAV,#biotech_rm_180/cooling_percent_av
,,Cooling Setpoint,BAV,#biotech_rm_180/cooling_setpoint_av
,,Cool Request,BAV,#biotech_rm_180/cool_request
,,EI Weighting,BAV,#biotech_rm_180/ei_weight
,,Environmental Index Count,BAV,#biotech_rm_180/item_count
,,Heat DP Request,BAV,#biotech_rm_180/heat_dp_request
,,Heating Percent,BAV,#biotech_rm_180/heating_percent_av
,,Heating Setpoint,BAV,#biotech_rm_180/heating_setpoint_av
,,Heat Request,BAV,#biotech_rm_180/heat_request
,,Metric,BAV,#biotech_rm_180/metric_conv
,,OA Humidity,BAV,#biotech_rm_180/oa_humidity
,,OA Temperature,BAV,#biotech_rm_180/oa_temperature
,,point name,BAV,#biotech_rm_180/m339
,,Run Request,BAV,#biotech_rm_180/sys_run_req
,,Setpoint Adjust,BAV,#biotech_rm_180/sp_adj_av
,,steam_load_shed,BAV,#biotech_rm_180/m361
,,Supply Damper Position,BAV,#biotech_rm_180/sdmpr_pos
,,Supply Flow,BAV,#biotech_rm_180/sflow
,,Supply Flow Setpoint,BAV,#biotech_rm_180/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#biotech_rm_180/sup_flo_stpt_dev
,,Zone EI Time Satisfied,BAV,#biotech_rm_180/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#biotech_rm_180/total_weight
,,Zone Environmental Index,BAV,#biotech_rm_180/zn_enviro_indx
,,Zone Temp,BAV,#biotech_rm_180/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#biotech_rm_180/enviro_windx
,,Airflow Request,BBV,#biotech_rm_180/air_request
,,EM Power DAT Alarm Enable,BBV,#biotech_rm_180/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#biotech_rm_180/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#biotech_rm_180/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#biotech_rm_180/em_zone_enbl
,,General Maintenance,BBV,#biotech_rm_180/general_maintenance
,,General Zone Alarm,BBV,#biotech_rm_180/general_zone_alarm
,,Local Occupied,BBV,#biotech_rm_180/local_occupied_bv
,,point name,BBV,#biotech_rm_180/m337
,,point name,BBV,#biotech_rm_180/m457
,,schedule,BBV,#biotech_rm_180/schedule
,,Scheduled Occupied,BBV,#biotech_rm_180/scheduled_occupied_bv
,,Supply VAV 1,BBV,#biotech_rm_180/svav-1_id
,,point name,BMSV,#biotech_rm_180/m381
,,DAT_ERROR_ALRM,BALM,#biotech_rm_180/dat_error_alrm
,,Supply Flow Alarm,BALM,#biotech_rm_180/supply_flo_alrm
,,Zone Temp Alarm,BALM,#biotech_rm_180/ztmp_alrm
,,ZS Alarm,BALM,#biotech_rm_180/zs_alrm
,,AHU Fan Status,BNI2,#biotech_rm_180/ahu_status
,,AHU Static Pressure,ANI,#biotech_rm_180/ahu_static
,,Chilled Water,ANI,#biotech_rm_180/chilled_load_shed
,,Emergency Power,BNI,#biotech_rm_180/em_power
,,Entering Air Temp,ANI,#biotech_rm_180/ahu_dat
,,OA Humidity,ANI,#biotech_rm_180/oah
,,OA Temp,ANI,#biotech_rm_180/oat
,,Setpt Adjust,ANI,#biotech_rm_180/setpt_adj
,,Steam,ANI,#biotech_rm_180/steam_load_shed
,Rm 175,,,
,,Supply Flow Control,BAF,#biotech_rm_175/supply_airflow
,,Supply Flow Control / Flow Input,BAI,#biotech_rm_175/supply_airflow/flow_input
,,Setpoint,BSPTCS,#biotech_rm_175/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#biotech_rm_175/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#biotech_rm_175/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#biotech_rm_175/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#biotech_rm_175/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#biotech_rm_175/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#biotech_rm_175/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#biotech_rm_175/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#biotech_rm_175/setpt/effective_heat_setpoint
,,Discharge Air Temp,BAI,#biotech_rm_175/dat
,,Zone Temp,ASVI,#biotech_rm_175/zone_temp
,,Active Zone,BAV,#biotech_rm_175/active_zones
,,chw_load_shed,BAV,#biotech_rm_175/m344
,,Color,BAV,#biotech_rm_175/color_av
,,Cooling Percent,BAV,#biotech_rm_175/cooling_percent_av
,,Cooling Setpoint,BAV,#biotech_rm_175/cooling_setpoint_av
,,Cool Request,BAV,#biotech_rm_175/cool_request
,,EI Weighting,BAV,#biotech_rm_175/ei_weight
,,Environmental Index Count,BAV,#biotech_rm_175/item_count
,,Heating Percent,BAV,#biotech_rm_175/heating_percent_av
,,Heating Setpoint,BAV,#biotech_rm_175/heating_setpoint_av
,,Heat Request,BAV,#biotech_rm_175/heat_request
,,Metric,BAV,#biotech_rm_175/metric_conv
,,OA Humidity,BAV,#biotech_rm_175/oa_humidity
,,OA Temperature,BAV,#biotech_rm_175/oa_temperature
,,point name,BAV,#biotech_rm_175/m339
,,Run Request,BAV,#biotech_rm_175/sys_run_req
,,Setpoint Adjust,BAV,#biotech_rm_175/sp_adj_av
,,steam_load_shed,BAV,#biotech_rm_175/m361
,,Supply Damper Position,BAV,#biotech_rm_175/sdmpr_pos
,,Supply Flow,BAV,#biotech_rm_175/sflow
,,Supply Flow Setpoint,BAV,#biotech_rm_175/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#biotech_rm_175/sup_flo_stpt_dev
,,Zone EI Time Satisfied,BAV,#biotech_rm_175/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#biotech_rm_175/total_weight
,,Zone Environmental Index,BAV,#biotech_rm_175/zn_enviro_indx
,,Zone Temp,BAV,#biotech_rm_175/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#biotech_rm_175/enviro_windx
,,Airflow Request,BBV,#biotech_rm_175/air_request
,,EM Power DAT Alarm Enable,BBV,#biotech_rm_175/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#biotech_rm_175/em_flow_enbl
,,EM Power Phoenix Alarm Enable,BBV,#biotech_rm_175/em_phx_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#biotech_rm_175/em_zone_enbl
,,General Maintenance,BBV,#biotech_rm_175/general_maintenance
,,General Zone Alarm,BBV,#biotech_rm_175/general_zone_alarm
,,Local Occupied,BBV,#biotech_rm_175/local_occupied_bv
,,point name,BBV,#biotech_rm_175/m337
,,point name,BBV,#biotech_rm_175/m457
,,schedule,BBV,#biotech_rm_175/schedule
,,Scheduled Occupied,BBV,#biotech_rm_175/scheduled_occupied_bv
,,Supply VAV 1,BBV,#biotech_rm_175/svav-1_id
,,point name,BMSV,#biotech_rm_175/m381
,,DAT_ERROR_ALRM,BALM,#biotech_rm_175/dat_error_alrm
,,Supply Flow Alarm,BALM,#biotech_rm_175/supply_flo_alrm
,,Zone Temp Alarm,BALM,#biotech_rm_175/ztmp_alrm
,,ZS Alarm,BALM,#biotech_rm_175/zs_alrm
,,AHU Fan Status,BNI2,#biotech_rm_175/ahu_status
,,AHU Static Pressure,ANI,#biotech_rm_175/ahu_static
,,Chilled Water,ANI,#biotech_rm_175/chilled_load_shed
,,Emergency Power,BNI,#biotech_rm_175/em_power
,,Entering Air Temp,ANI,#biotech_rm_175/ahu_dat
,,OA Humidity,ANI,#biotech_rm_175/oah
,,OA Temp,ANI,#biotech_rm_175/oat
,,Setpt Adjust,ANI,#biotech_rm_175/setpt_adj
,,Steam,ANI,#biotech_rm_175/steam_load_shed
/Cornell University/Biotech Server/Biotech/Biotech 1st Floor/2019,,,,
,139,,,
,,Supply Flow Control,BAF,#biotech_139/supply_airflow
,,Supply Flow Control / Flow Input,BAI,#biotech_139/supply_airflow/flow_input
,,Setpoint,BSPTCS,#biotech_139/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#biotech_139/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#biotech_139/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#biotech_139/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#biotech_139/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#biotech_139/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#biotech_139/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#biotech_139/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#biotech_139/setpt/effective_heat_setpoint
,,Discharge Air Temp,BAI,#biotech_139/dat
,,Zone Temp,ASVI,#biotech_139/zone_temp
,,Sensed Occupancy,BSVI,#biotech_139/sensed_occupancy
,,Reheat Valve,BAO,#biotech_139/hw_valve
,,Active Zone,BAV,#biotech_139/active_zones
,,chw_load_shed,BAV,#biotech_139/m344
,,Color,BAV,#biotech_139/color_av
,,Cooling Percent,BAV,#biotech_139/cooling_percent_av
,,Cooling Setpoint,BAV,#biotech_139/cooling_setpoint_av
,,Cool Request,BAV,#biotech_139/cool_request
,,EI Weighting,BAV,#biotech_139/ei_weight
,,Environmental Index Count,BAV,#biotech_139/item_count
,,Heat DP Request,BAV,#biotech_139/heat_dp_request
,,Heating Percent,BAV,#biotech_139/heating_percent_av
,,Heating Setpoint,BAV,#biotech_139/heating_setpoint_av
,,Heat Request,BAV,#biotech_139/heat_request
,,Metric,BAV,#biotech_139/metric_conv
,,OA Humidity,BAV,#biotech_139/oa_humidity
,,OA Temperature,BAV,#biotech_139/oa_temperature
,,point name,BAV,#biotech_139/m253
,,point name,BAV,#biotech_139/m339
,,Run Request,BAV,#biotech_139/sys_run_req
,,Setpoint Adjust,BAV,#biotech_139/sp_adj_av
,,steam_load_shed,BAV,#biotech_139/m361
,,Supply Damper Position,BAV,#biotech_139/sdmpr_pos
,,Supply Flow,BAV,#biotech_139/sflow
,,Supply Flow Setpoint,BAV,#biotech_139/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#biotech_139/sup_flo_stpt_dev
,,Zone EI Time Satisfied,BAV,#biotech_139/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#biotech_139/total_weight
,,Zone Environmental Index,BAV,#biotech_139/zn_enviro_indx
,,Zone Temp,BAV,#biotech_139/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#biotech_139/enviro_windx
,,Airflow Request,BBV,#biotech_139/air_request
,,Effective Occupancy,BBV,#biotech_139/eff_occ
